project_id,mp_id,mp_name,state,constituency,mp_type,parliamentary_term,district,block,village,sector,sub_sector,project_name,recommended_amount,sanctioned_amount,funds_released,expenditure,unspent_balance,start_date,expected_completion_date,reported_progress_pct,work_status,data_type,risk_score,risk_level,cost_anomaly_score,progress_anomaly_score,delay_risk_score,duplicate_similarity_score,risk_reasons,risk_last_updated
P01438,MP047,Rahul Singh,Tamil Nadu,Madurai,Lok Sabha,18,District H,Block 8,Village Theta,Health,Medical Equipment,Medical Equipment Improvement at Village Theta,554000,552000,533000,173000,360000,2024-01-16,2024-09-21,53.0,Stalled,SYNTHETIC_DEMO,24.1,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01439,MP054,Kavita Mehta,West Bengal,Malda,Lok Sabha,18,District E,Block 5,Village Epsilon,Roads,Bridges,Bridges Improvement at Village Epsilon,744000,1744000,1111000,231000,880000,2024-11-26,2025-12-17,72.3,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,67.506,0.0,70.685,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P01440,MP001,Amit Sharma,Maharashtra,Pune East,Rajya Sabha,18,District H,Block 8,Village Theta,Electricity,Solar Lighting,Solar Lighting Improvement at Village Theta,846000,784000,663000,218000,445000,2024-02-23,2024-09-15,37.3,Stalled,SYNTHETIC_DEMO,13.8,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01441,MP008,Suresh Joshi,Odisha,Cuttack,Lok Sabha,18,District A,Block 1,Village Alpha,Community Assets,Market Sheds,Market Sheds Improvement at Village Alpha,1125000,1096000,905000,288000,617000,2023-01-11,2024-10-26,31.2,Stalled,SYNTHETIC_DEMO,28.6,LOW,30.549,0.748,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01442,MP015,Deepak Nair,Gujarat,Vadodara,Lok Sabha,18,District A,Block 1,Village Alpha,Roads,Bridges,Bridges Improvement at Village Alpha,1470000,1387000,998000,785000,213000,2024-07-01,2025-05-12,91.9,Stalled,SYNTHETIC_DEMO,32.0,LOW,36.629,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01443,MP022,Vikram Singh,Karnataka,Bengaluru North,Lok Sabha,18,District C,Block 3,Village Gamma,Health,Community Clinics,Community Clinics Improvement at Village Gamma,728000,715000,612000,557000,55000,2024-01-29,2024-06-23,90.6,Stalled,SYNTHETIC_DEMO,21.8,LOW,0.0,0.496,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01444,MP029,Manoj Mehta,Bihar,Gaya,Lok Sabha,18,District D,Block 4,Village Delta,Sanitation,Waste Management,Waste Management Improvement at Village Delta,250000,240000,151000,91000,60000,2023-10-22,2024-08-07,52.7,Stalled,SYNTHETIC_DEMO,22.0,LOW,0.0,9.078,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01445,MP036,Neha Sharma,Uttar Pradesh,Prayagraj,Rajya Sabha,18,District H,Block 8,Village Theta,Roads,Village Roads,Village Roads Improvement at Village Theta,1266000,1244000,1062000,399000,663000,2026-01-16,2026-07-14,97.1,Delayed,SYNTHETIC_DEMO,16.8,LOW,23.65,0.0,13.425,0.0,Project duration/status indicates delay risk,2026-09-01
P01446,MP043,Pooja Joshi,Rajasthan,Jaipur Rural,Lok Sabha,18,District D,Block 4,Village Delta,Sanitation,Solid Waste Facilities,Solid Waste Facilities Improvement at Village Delta,1189000,1131000,787000,398000,389000,2024-12-30,2026-02-18,91.0,Delayed,SYNTHETIC_DEMO,17.5,LOW,21.974,0.0,53.425,0.0,Project duration/status indicates delay risk,2026-09-01
P01447,MP050,Ravi Nair,Telangana,Warangal,Lok Sabha,18,District F,Block 6,Village Zeta,Sanitation,Public Toilets,Public Toilets Improvement at Village Zeta,1424000,1320000,728000,383000,345000,2024-06-23,2025-02-19,66.4,Stalled,SYNTHETIC_DEMO,34.6,LOW,34.883,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01448,MP057,Nitin Singh,Tamil Nadu,Salem,Lok Sabha,18,District F,Block 6,Village Zeta,Community Assets,Market Sheds,Market Sheds Improvement at Village Zeta,993000,932000,769000,251000,518000,2024-05-30,2025-09-13,31.6,Stalled,SYNTHETIC_DEMO,26.9,LOW,13.508,1.248,96.712,0.0,Project duration/status indicates delay risk,2026-09-01
P01449,MP004,Anita Mehta,West Bengal,Kolkata North,Lok Sabha,18,District F,Block 6,Village Zeta,Roads,Bridges,Bridges Improvement at Village Zeta,565000,528000,374000,243000,131000,2024-03-20,2025-04-29,77.0,Stalled,SYNTHETIC_DEMO,14.8,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01450,MP011,Meena Sharma,Maharashtra,Nagpur Rural,Rajya Sabha,18,District D,Block 4,Village Delta,Health,Health Centres,Health Centres Improvement at Village Delta,793000,749000,503000,299000,204000,2026-04-30,2027-10-26,90.6,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01451,MP018,Priya Joshi,Odisha,Sambalpur,Lok Sabha,18,District H,Block 8,Village Theta,Community Assets,Market Sheds,Market Sheds Improvement at Village Theta,3865000,3696000,3601000,1378000,2223000,2023-11-13,2024-07-27,32.4,Stalled,SYNTHETIC_DEMO,60.3,MEDIUM,100.0,7.041,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P01452,MP025,Arjun Nair,Gujarat,Ahmedabad West,Lok Sabha,18,District G,Block 7,Village Eta,Electricity,Solar Pumps,Solar Pumps Improvement at Village Eta,437000,448000,372000,195000,177000,2023-01-11,2024-12-02,65.0,Stalled,SYNTHETIC_DEMO,18.0,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01453,MP032,Rahul Singh,Karnataka,Mysuru,Lok Sabha,18,District C,Block 3,Village Gamma,Sanitation,Public Toilets,Public Toilets Improvement at Village Gamma,430000,418000,328000,141000,187000,2023-05-31,2024-07-04,32.2,Stalled,SYNTHETIC_DEMO,20.5,LOW,0.0,12.945,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01454,MP039,Kavita Mehta,Bihar,Muzaffarpur,Lok Sabha,18,District B,Block 2,Village Beta,Health,Community Clinics,Community Clinics Improvement at Village Beta,1351000,1308000,764000,310000,454000,2025-07-23,2026-11-09,36.2,Ongoing,SYNTHETIC_DEMO,11.6,LOW,32.072,5.251,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01455,MP046,Amit Sharma,Uttar Pradesh,Lucknow East,Rajya Sabha,18,District G,Block 7,Village Eta,Roads,Village Roads,Village Roads Improvement at Village Eta,449000,1204000,515000,96000,419000,2025-10-30,2026-11-03,42.7,Ongoing,SYNTHETIC_DEMO,65.0,MEDIUM,20.21,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01456,MP053,Suresh Joshi,Rajasthan,Kota,Lok Sabha,18,District C,Block 3,Village Gamma,Health,Medical Equipment,Medical Equipment Improvement at Village Gamma,388000,405000,366000,175000,191000,2026-03-25,2028-01-25,71.4,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01457,MP060,Deepak Nair,Telangana,Nizamabad,Lok Sabha,18,District D,Block 4,Village Delta,Electricity,Solar Lighting,Solar Lighting Improvement at Village Delta,931000,869000,671000,419000,252000,2023-04-16,2023-02-25,51.6,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,4.126,13.013,100.0,0.0,Project duration/status indicates delay risk | Date inconsistency detected,2026-09-01
P01458,MP007,Vikram Singh,Tamil Nadu,Coimbatore,Lok Sabha,18,District A,Block 1,Village Alpha,Education,Laboratories,Laboratories Improvement at Village Alpha,1224000,1285000,774000,292000,482000,2023-12-10,2025-10-29,97.0,Delayed,SYNTHETIC_DEMO,33.3,LOW,35.78,0.0,84.11,0.0,Project duration/status indicates delay risk,2026-09-01
P01459,MP014,Manoj Mehta,West Bengal,Howrah,Lok Sabha,18,District H,Block 8,Village Theta,Education,Laboratories,Laboratories Improvement at Village Theta,889000,876000,825000,423000,402000,2023-07-04,2023-10-29,83.1,Stalled,SYNTHETIC_DEMO,19.5,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01460,MP021,Neha Sharma,Maharashtra,Nashik Central,Rajya Sabha,18,District C,Block 3,Village Gamma,Electricity,Street Lighting,Street Lighting Improvement at Village Gamma,1596000,1599000,1456000,469000,987000,2023-09-20,2024-10-21,10.9,Stalled,SYNTHETIC_DEMO,40.0,MEDIUM,62.935,25.574,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01461,MP028,Pooja Joshi,Odisha,Bhubaneswar,Lok Sabha,18,District B,Block 2,Village Beta,Community Assets,Market Sheds,Market Sheds Improvement at Village Beta,2118000,2146000,1719000,1107000,612000,2025-11-30,2026-12-19,66.1,Ongoing,SYNTHETIC_DEMO,24.0,LOW,100.0,0.0,0.0,0.0,Cost unusually high relative to peer projects,2026-09-01
P01462,MP035,Ravi Nair,Gujarat,Surat Rural,Lok Sabha,18,District H,Block 8,Village Theta,Health,Medical Equipment,Medical Equipment Improvement at Village Theta,498000,492000,318000,151000,167000,2026-02-07,2027-01-13,44.8,Ongoing,SYNTHETIC_DEMO,9.6,LOW,0.0,3.221,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01463,MP042,Nitin Singh,Karnataka,Hubballi,Lok Sabha,18,District E,Block 5,Village Epsilon,Roads,Village Roads,Village Roads Improvement at Village Epsilon,517000,495000,366000,85000,281000,2025-01-04,2025-06-11,43.6,Stalled,SYNTHETIC_DEMO,19.1,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01464,MP049,Anita Mehta,Bihar,Patna Rural,Lok Sabha,18,District G,Block 7,Village Eta,Sanitation,Drainage,Drainage Improvement at Village Eta,653000,606000,398000,189000,209000,2025-06-02,2026-11-20,55.7,Ongoing,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,0.0,94.2,Potential duplicate/near-duplicate project detected,2026-09-01
P01465,MP056,Meena Sharma,Uttar Pradesh,Varanasi Rural,Rajya Sabha,18,District H,Block 8,Village Theta,Electricity,Power Infrastructure,Power Infrastructure Improvement at Village Theta,2236000,2326000,2132000,1207000,925000,2026-02-20,2026-09-20,53.8,Ongoing,SYNTHETIC_DEMO,27.8,LOW,100.0,3.376,0.0,0.0,Cost unusually high relative to peer projects,2026-09-01
P01466,MP003,Priya Joshi,Rajasthan,Udaipur,Lok Sabha,18,District E,Block 5,Village Epsilon,Education,School Buildings,School Buildings Improvement at Village Epsilon,920000,858000,827000,456000,371000,2023-02-28,2025-01-13,38.0,Stalled,SYNTHETIC_DEMO,28.5,LOW,6.774,20.567,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01467,MP010,Arjun Nair,Telangana,Hyderabad Rural,Lok Sabha,18,District F,Block 6,Village Zeta,Roads,Internal Roads,Internal Roads Improvement at Village Zeta,784000,774000,452000,338000,114000,2024-10-31,2025-06-16,74.5,Stalled,SYNTHETIC_DEMO,25.9,LOW,0.0,0.335,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01468,MP017,Rahul Singh,Tamil Nadu,Madurai,Lok Sabha,18,District A,Block 1,Village Alpha,Education,Classrooms,Classrooms Improvement at Village Alpha,675000,706000,394000,227000,167000,2023-10-11,2025-01-12,54.9,Stalled,SYNTHETIC_DEMO,18.2,LOW,0.0,3.257,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01469,MP024,Kavita Mehta,West Bengal,Malda,Lok Sabha,18,District C,Block 3,Village Gamma,Health,Community Clinics,Community Clinics Improvement at Village Gamma,387000,365000,358000,319000,39000,2023-11-15,2024-12-07,28.6,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,72.607,100.0,0.0,Expenditure is high relative to reported progress | Project duration/status indicates delay risk,2026-09-01
P01470,MP031,Amit Sharma,Maharashtra,Pune East,Rajya Sabha,18,District D,Block 4,Village Delta,Sanitation,Public Toilets,Public Toilets Improvement at Village Delta,1754000,1831000,1564000,707000,857000,2025-10-08,2026-07-12,74.4,Ongoing,SYNTHETIC_DEMO,21.4,LOW,80.647,0.0,13.973,0.0,Cost unusually high relative to peer projects,2026-09-01
P01471,MP038,Suresh Joshi,Odisha,Cuttack,Lok Sabha,18,District C,Block 3,Village Gamma,Electricity,Street Lighting,Street Lighting Improvement at Village Gamma,635000,614000,454000,234000,220000,2025-04-18,2026-06-12,37.2,Ongoing,SYNTHETIC_DEMO,16.8,LOW,0.0,17.21,22.192,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01472,MP045,Deepak Nair,Gujarat,Vadodara,Lok Sabha,18,District E,Block 5,Village Epsilon,Electricity,Power Infrastructure,Power Infrastructure Improvement at Village Epsilon,3078000,3213000,2981000,2295000,686000,2023-10-08,2025-01-11,68.5,Stalled,SYNTHETIC_DEMO,53.6,MEDIUM,100.0,10.185,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P01473,MP052,Vikram Singh,Karnataka,Bengaluru North,Lok Sabha,18,District C,Block 3,Village Gamma,Roads,Bridges,Bridges Improvement at Village Gamma,1218000,1203000,1164000,295000,869000,2022-04-27,2022-12-13,51.3,Stalled,SYNTHETIC_DEMO,24.6,LOW,20.714,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01474,MP059,Manoj Mehta,Bihar,Gaya,Lok Sabha,18,District F,Block 6,Village Zeta,Sanitation,Drainage,Drainage Improvement at Village Zeta,616000,631000,429000,259000,170000,2024-12-19,2026-05-14,72.7,Ongoing,SYNTHETIC_DEMO,4.8,LOW,0.0,0.0,30.137,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01475,MP006,Neha Sharma,Uttar Pradesh,Prayagraj,Rajya Sabha,18,District B,Block 2,Village Beta,Education,Classrooms,Classrooms Improvement at Village Beta,1025000,1018000,979000,336000,643000,2023-06-21,2024-02-24,22.4,Stalled,SYNTHETIC_DEMO,25.7,LOW,13.786,14.305,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01476,MP013,Pooja Joshi,Rajasthan,Jaipur Rural,Lok Sabha,18,District D,Block 4,Village Delta,Sanitation,Waste Management,Waste Management Improvement at Village Delta,975000,1001000,845000,441000,404000,2025-05-19,2027-05-07,68.8,Ongoing,SYNTHETIC_DEMO,0.0,LOW,4.106,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01477,MP020,Ravi Nair,Telangana,Warangal,Lok Sabha,18,District G,Block 7,Village Eta,Community Assets,Community Halls,Community Halls Improvement at Village Eta,935000,946000,617000,170000,447000,2024-10-30,2025-04-16,47.7,Stalled,SYNTHETIC_DEMO,14.7,LOW,15.085,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01478,MP027,Nitin Singh,Tamil Nadu,Salem,Lok Sabha,18,District A,Block 1,Village Alpha,Roads,Internal Roads,Internal Roads Improvement at Village Alpha,665000,630000,432000,117000,315000,2024-12-08,2026-02-27,16.4,Delayed,SYNTHETIC_DEMO,13.0,LOW,0.0,12.82,50.959,0.0,Project duration/status indicates delay risk,2026-09-01
P01479,MP034,Anita Mehta,West Bengal,Kolkata North,Lok Sabha,18,District C,Block 3,Village Gamma,Education,Libraries,Libraries Improvement at Village Gamma,1658000,1721000,1697000,824000,873000,2024-09-22,2026-08-24,65.6,Ongoing,SYNTHETIC_DEMO,65.0,MEDIUM,100.0,0.0,2.192,93.6,Cost unusually high relative to peer projects | Potential duplicate/near-duplicate project detected,2026-09-01
P01480,MP041,Meena Sharma,Maharashtra,Nagpur Rural,Rajya Sabha,18,District C,Block 3,Village Gamma,Sanitation,Drainage,Drainage Improvement at Village Gamma,1399000,1347000,1070000,681000,389000,2026-03-24,2027-04-29,86.4,Ongoing,SYNTHETIC_DEMO,12.6,LOW,35.513,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01481,MP048,Priya Joshi,Odisha,Sambalpur,Lok Sabha,18,District D,Block 4,Village Delta,Roads,Village Roads,Village Roads Improvement at Village Delta,1045000,1057000,678000,291000,387000,2022-12-20,2023-08-12,32.8,Stalled,SYNTHETIC_DEMO,23.2,LOW,7.568,12.144,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01482,MP055,Arjun Nair,Gujarat,Ahmedabad West,Lok Sabha,18,District C,Block 3,Village Gamma,Community Assets,Parks,Parks Improvement at Village Gamma,413000,433000,421000,295000,126000,2022-12-13,2023-10-13,79.8,Stalled,SYNTHETIC_DEMO,16.9,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01483,MP002,Rahul Singh,Karnataka,Mysuru,Lok Sabha,18,District G,Block 7,Village Eta,Water Supply,Pipelines,Pipelines Improvement at Village Eta,978000,991000,885000,377000,508000,2026-02-13,2026-09-05,87.7,Ongoing,SYNTHETIC_DEMO,0.9,LOW,2.961,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01484,MP009,Kavita Mehta,Bihar,Muzaffarpur,Lok Sabha,18,District H,Block 8,Village Theta,Roads,Village Roads,Village Roads Improvement at Village Theta,559000,523000,503000,184000,319000,2024-08-31,2025-01-11,82.9,Stalled,SYNTHETIC_DEMO,13.6,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01485,MP016,Amit Sharma,Uttar Pradesh,Lucknow East,Rajya Sabha,18,District E,Block 5,Village Epsilon,Water Supply,Pipelines,Pipelines Improvement at Village Epsilon,717000,697000,443000,184000,259000,2025-12-12,2027-08-19,53.7,Ongoing,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,0.0,90.7,Potential duplicate/near-duplicate project detected,2026-09-01
P01486,MP023,Suresh Joshi,Rajasthan,Kota,Lok Sabha,18,District H,Block 8,Village Theta,Sanitation,Public Toilets,Public Toilets Improvement at Village Theta,3087000,3178000,2062000,986000,1076000,2022-11-30,2023-11-14,59.9,Stalled,SYNTHETIC_DEMO,42.6,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P01487,MP030,Deepak Nair,Telangana,Nizamabad,Lok Sabha,18,District E,Block 5,Village Epsilon,Roads,Village Roads,Village Roads Improvement at Village Epsilon,855000,843000,786000,452000,334000,2025-12-28,2026-04-07,72.2,Stalled,SYNTHETIC_DEMO,12.5,LOW,0.0,0.0,40.274,0.0,Project duration/status indicates delay risk,2026-09-01
P01488,MP037,Vikram Singh,Tamil Nadu,Coimbatore,Lok Sabha,18,District B,Block 2,Village Beta,Electricity,Street Lighting,Street Lighting Improvement at Village Beta,782000,806000,805000,261000,544000,2025-08-15,2026-06-11,20.4,Delayed,SYNTHETIC_DEMO,10.8,LOW,0.0,14.427,22.466,0.0,Project duration/status indicates delay risk,2026-09-01
P01489,MP044,Manoj Mehta,West Bengal,Howrah,Lok Sabha,18,District C,Block 3,Village Gamma,Sanitation,Waste Management,Waste Management Improvement at Village Gamma,2037000,2008000,1933000,1190000,743000,2026-01-03,2027-03-28,68.3,Ongoing,SYNTHETIC_DEMO,23.9,LOW,92.068,0.0,0.0,0.0,Cost unusually high relative to peer projects,2026-09-01
P01490,MP051,Neha Sharma,Maharashtra,Nashik Central,Rajya Sabha,18,District C,Block 3,Village Gamma,Roads,Village Roads,Village Roads Improvement at Village Gamma,1017000,958000,609000,198000,411000,2023-10-21,2025-09-03,32.9,Delayed,SYNTHETIC_DEMO,22.5,LOW,0.0,0.0,99.452,0.0,Project duration/status indicates delay risk,2026-09-01
P01491,MP058,Pooja Joshi,Odisha,Bhubaneswar,Lok Sabha,18,District C,Block 3,Village Gamma,Education,Libraries,Libraries Improvement at Village Gamma,1094000,1118000,1066000,359000,707000,2025-01-20,2027-01-07,69.8,Ongoing,SYNTHETIC_DEMO,12.1,LOW,38.933,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01492,MP005,Ravi Nair,Gujarat,Surat Rural,Lok Sabha,18,District B,Block 2,Village Beta,Water Supply,Pipelines,Pipelines Improvement at Village Beta,348000,332000,190000,154000,36000,2025-06-28,2025-10-10,79.5,Stalled,SYNTHETIC_DEMO,14.3,LOW,0.0,1.863,89.315,0.0,Project duration/status indicates delay risk,2026-09-01
P01493,MP012,Nitin Singh,Karnataka,Hubballi,Lok Sabha,18,District D,Block 4,Village Delta,Sanitation,Waste Management,Waste Management Improvement at Village Delta,1473000,1542000,1516000,449000,1067000,2023-10-30,2024-07-21,27.3,Stalled,SYNTHETIC_DEMO,28.0,LOW,51.363,2.781,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01494,MP019,Anita Mehta,Bihar,Patna Rural,Lok Sabha,18,District B,Block 2,Village Beta,Electricity,Street Lighting,Street Lighting Improvement at Village Beta,1646000,1551000,1258000,592000,666000,2023-06-13,2025-02-08,81.6,Stalled,SYNTHETIC_DEMO,38.8,LOW,58.544,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P01495,MP026,Meena Sharma,Uttar Pradesh,Varanasi Rural,Rajya Sabha,18,District C,Block 3,Village Gamma,Electricity,Solar Pumps,Solar Pumps Improvement at Village Gamma,570000,531000,375000,171000,204000,2026-02-28,2028-01-22,37.2,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,10.08,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P01496,MP033,Priya Joshi,Rajasthan,Udaipur,Lok Sabha,18,District B,Block 2,Village Beta,Water Supply,Community Water Points,Community Water Points Improvement at Village Beta,548000,555000,450000,233000,217000,2023-04-06,2024-07-02,55.3,Stalled,SYNTHETIC_DEMO,24.4,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
